Device ID,Device Name,Last Firmware Update,Operating Time (hrs),Connection Quality,Device Temperature (°C),Device Usage Frequency,Connectivity Type,Event Logs,Device Priority,Protocol,Label,Attack Type
ID5563,Smart Thermostat,2016-07-27,159,Good,6.4,Daily,WiFi,91,High,MQTT,normal,
ID3934,Smart Plug,2024-12-13,15,Poor,11.7,Weekly,Zigbee,62,Low,Zigbee,compromised,Jamming
ID3619,Smart Plug,2019-05-01,15,Poor,10.6,Daily,WiFi,63,Low,MQTT,compromised,MITM
ID3762,Smart Camera,2023-08-17,18,Poor,12.4,Occasionally,Zigbee,52,High,CoAP,compromised,Jamming
ID1417,Smart Lock,2022-04-12,72,Excellent,31.4,Weekly,Zigbee,80,Low,CoAP,normal,
ID8787,Smart Plug,2015-11-24,88,Good,12.8,Daily,WiFi,49,Low,MQTT,normal,
ID8777,Smart Camera,2012-05-25,50,Good,13.4,Occasionally,WiFi,30,High,HTTP,normal,
ID1133,Smart Plug,2015-03-13,28,Poor,14.1,Daily,Zigbee,68,Low,MQTT,compromised,DDoS
ID5310,Smart Lock,2021-07-27,50,Poor,36.8,Daily,Zigbee,17,Low,CoAP,compromised,Replay
ID5618,Smart Plug,2024-01-01,80,Good,22.0,Daily,WiFi,77,Low,Zigbee,normal,
ID3246,Smart Plug,2013-01-06,58,Poor,22.1,Weekly,Zigbee,91,Low,HTTP,compromised,DDoS
ID7258,Smart Light,2017-03-11,22,Good,7.4,Weekly,WiFi,36,Low,Zigbee,normal,
ID2078,Smart Camera,2016-07-07,51,Excellent,29.3,Daily,Bluetooth,71,High,MQTT,normal,
ID4161,Smart Lock,2013-11-29,72,Good,34.0,Occasionally,Zigbee,17,Low,HTTP,normal,
ID4412,Smart Thermostat,2013-10-05,195,Excellent,30.3,Weekly,Zigbee,100,High,CoAP,normal,
ID4239,Smart Lock,2011-09-25,33,Good,28.4,Weekly,Zigbee,2,Low,MQTT,normal,
ID9931,Smart Plug,2012-06-21,49,Excellent,20.6,Occasionally,Bluetooth,39,Low,MQTT,normal,
ID9199,Smart Lock,2013-08-01,90,Poor,33.9,Weekly,Zigbee,87,Low,Zigbee,compromised,MITM
ID2823,Smart Thermostat,2011-02-14,81,Poor,34.3,Weekly,WiFi,52,High,MQTT,compromised,DDoS
ID3773,Smart Thermostat,2021-06-04,188,Excellent,10.3,Daily,Zigbee,3,High,CoAP,normal,
ID7299,Smart Camera,2010-10-29,44,Excellent,20.6,Occasionally,WiFi,93,High,MQTT,normal,
ID8014,Smart Thermostat,2023-11-07,59,Poor,27.3,Weekly,Bluetooth,1,High,HTTP,compromised,DDoS
ID3730,Smart Lock,2014-03-26,49,Good,38.0,Daily,Zigbee,61,Low,MQTT,normal,
ID7588,Smart Thermostat,2010-02-19,153,Poor,31.6,Occasionally,Bluetooth,0,High,CoAP,compromised,Replay
ID9019,Smart Plug,2017-04-13,73,Excellent,15.8,Daily,Zigbee,77,Low,Zigbee,normal,
ID1857,Smart Light,2022-02-13,89,Excellent,10.6,Daily,Bluetooth,58,Low,CoAP,normal,
ID6644,Smart Plug,2021-04-01,58,Good,24.8,Daily,WiFi,72,Low,MQTT,normal,
ID4703,Smart Light,2012-05-05,92,Poor,26.8,Occasionally,Zigbee,63,Low,HTTP,compromised,DDoS
ID8952,Smart Camera,2023-08-07,61,Poor,10.1,Weekly,WiFi,6,High,Zigbee,normal,
ID5682,Smart Light,2014-06-20,48,Excellent,7.5,Daily,Zigbee,72,Low,CoAP,normal,
ID5914,Smart Camera,2010-04-08,73,Poor,33.9,Daily,Bluetooth,50,High,MQTT,compromised,Jamming
ID8892,Smart Thermostat,2022-03-07,83,Poor,27.3,Daily,WiFi,15,High,MQTT,compromised,Jamming
ID8678,Smart Lock,2012-07-04,53,Poor,22.1,Weekly,Zigbee,60,Low,HTTP,compromised,Replay
ID5938,Smart Plug,2014-12-17,29,Poor,14.9,Occasionally,Bluetooth,64,Low,CoAP,compromised,Replay
ID5501,Smart Camera,2012-09-29,62,Good,17.5,Daily,Zigbee,58,High,Zigbee,normal,
ID4716,Smart Plug,2020-10-22,49,Poor,19.3,Occasionally,Zigbee,0,Low,MQTT,normal,
ID9275,Smart Thermostat,2015-08-09,162,Good,16.0,Daily,WiFi,34,High,Zigbee,normal,
ID6071,Smart Lock,2012-02-28,90,Poor,28.5,Occasionally,Zigbee,10,Low,Zigbee,compromised,Jamming
ID1003,Smart Light,2020-07-22,55,Poor,23.5,Occasionally,Bluetooth,32,Low,CoAP,normal,
ID7138,Smart Thermostat,2016-07-19,86,Good,31.3,Weekly,WiFi,97,High,MQTT,normal,
ID1452,Smart Lock,2011-03-03,80,Poor,17.9,Weekly,Zigbee,72,Low,HTTP,compromised,Replay
ID8370,Smart Thermostat,2010-05-29,172,Good,37.8,Occasionally,Bluetooth,31,High,MQTT,normal,
ID8189,Smart Light,2022-08-12,47,Poor,23.7,Occasionally,WiFi,34,Low,HTTP,normal,
ID5099,Smart Lock,2011-08-31,52,Poor,23.9,Weekly,Zigbee,17,Low,CoAP,compromised,MITM
ID2455,Smart Light,2011-04-07,48,Poor,15.3,Daily,Zigbee,68,Low,CoAP,compromised,MITM
ID9356,Smart Thermostat,2021-06-16,174,Poor,15.7,Weekly,WiFi,28,High,CoAP,compromised,DDoS
ID8241,Smart Light,2020-05-04,34,Excellent,7.9,Occasionally,Zigbee,23,Low,MQTT,normal,
ID4990,Smart Lock,2020-10-11,37,Poor,16.1,Weekly,Zigbee,26,Low,CoAP,compromised,MITM
ID8743,Smart Lock,2019-03-14,100,Excellent,34.0,Occasionally,Zigbee,33,Low,CoAP,normal,
ID7224,Smart Thermostat,2018-03-25,128,Poor,21.0,Weekly,WiFi,28,High,HTTP,compromised,DDoS
ID5086,Smart Thermostat,2024-04-22,116,Poor,8.3,Daily,Zigbee,85,High,CoAP,compromised,DDoS
ID3854,Smart Light,2014-08-15,98,Poor,12.2,Occasionally,Zigbee,90,Low,Zigbee,compromised,Replay
ID6070,Smart Thermostat,2014-10-06,69,Good,11.9,Occasionally,WiFi,69,High,MQTT,normal,
ID3740,Smart Lock,2011-03-10,13,Good,32.1,Weekly,Zigbee,72,Low,CoAP,normal,
ID8471,Smart Plug,2023-06-23,17,Excellent,13.0,Daily,WiFi,80,Low,Zigbee,normal,
ID6604,Smart Thermostat,2017-07-20,111,Poor,18.2,Weekly,WiFi,78,High,HTTP,compromised,MITM
ID7122,Smart Camera,2018-10-12,35,Excellent,19.4,Daily,Bluetooth,14,High,HTTP,normal,
ID5737,Smart Plug,2022-07-26,67,Poor,15.5,Weekly,Zigbee,93,Low,MQTT,compromised,Jamming
ID7819,Smart Lock,2016-05-10,48,Excellent,12.3,Daily,Zigbee,58,Low,Zigbee,normal,
ID9750,Smart Thermostat,2022-02-27,154,Poor,29.5,Occasionally,Bluetooth,29,High,Zigbee,compromised,DDoS
ID2104,Smart Thermostat,2016-10-18,73,Poor,16.1,Weekly,WiFi,18,High,HTTP,compromised,DDoS
ID6716,Smart Lock,2019-12-05,93,Poor,19.9,Weekly,Zigbee,98,Low,HTTP,compromised,DDoS
ID2524,Smart Camera,2022-12-29,25,Poor,34.3,Weekly,WiFi,52,High,HTTP,compromised,Replay
ID5846,Smart Camera,2022-12-10,47,Excellent,12.2,Daily,WiFi,16,High,Zigbee,normal,
ID4406,Smart Plug,2016-09-29,62,Poor,29.6,Daily,Bluetooth,24,Low,Zigbee,compromised,MITM
ID7219,Smart Thermostat,2020-04-19,146,Poor,18.0,Occasionally,Bluetooth,50,High,CoAP,compromised,MITM
ID9282,Smart Camera,2017-08-07,48,Poor,20.6,Weekly,Bluetooth,46,High,HTTP,compromised,DDoS
ID3213,Smart Light,2023-05-10,61,Excellent,24.4,Daily,WiFi,98,Low,Zigbee,normal,
ID5347,Smart Thermostat,2022-10-13,73,Excellent,18.0,Occasionally,Zigbee,48,High,Zigbee,normal,
ID7778,Smart Lock,2013-11-29,25,Poor,26.6,Weekly,Zigbee,38,Low,MQTT,compromised,DDoS
ID3954,Smart Light,2018-03-14,20,Poor,26.7,Weekly,Zigbee,54,Low,HTTP,compromised,Jamming
ID9558,Smart Camera,2023-01-02,98,Poor,30.8,Occasionally,Bluetooth,46,High,Zigbee,compromised,DDoS
ID1174,Smart Plug,2016-04-16,80,Good,24.1,Weekly,WiFi,31,Low,HTTP,normal,
ID6014,Smart Thermostat,2018-12-01,69,Good,13.7,Occasionally,Bluetooth,84,High,CoAP,normal,
ID5605,Smart Thermostat,2016-06-14,175,Poor,5.5,Daily,Bluetooth,26,High,HTTP,compromised,Jamming
ID6413,Smart Camera,2012-12-16,40,Poor,20.2,Weekly,WiFi,46,High,MQTT,compromised,DDoS
ID1943,Smart Light,2014-08-24,29,Poor,14.3,Weekly,WiFi,19,Low,Zigbee,normal,
ID8855,Smart Light,2017-02-12,63,Poor,12.4,Daily,Zigbee,58,Low,CoAP,compromised,Replay
ID7060,Smart Light,2012-07-23,44,Poor,29.0,Occasionally,Zigbee,88,Low,CoAP,compromised,DDoS
ID7996,Smart Camera,2011-10-09,83,Poor,21.1,Daily,Bluetooth,16,High,CoAP,compromised,Jamming
ID1215,Smart Camera,2014-06-06,88,Excellent,29.8,Daily,WiFi,35,High,HTTP,normal,
ID8808,Smart Lock,2018-03-25,21,Poor,27.7,Daily,Zigbee,6,Low,CoAP,compromised,MITM
ID3847,Smart Light,2018-03-10,95,Poor,19.6,Daily,Zigbee,18,Low,HTTP,normal,
ID8180,Smart Light,2023-09-15,23,Good,28.8,Occasionally,Zigbee,3,Low,HTTP,normal,
ID4875,Smart Camera,2017-11-20,68,Excellent,21.6,Daily,Bluetooth,97,High,Zigbee,normal,
ID7970,Smart Light,2018-02-11,32,Excellent,29.6,Occasionally,Zigbee,33,Low,Zigbee,normal,
ID1819,Smart Plug,2020-01-01,98,Poor,24.9,Daily,Bluetooth,55,Low,CoAP,compromised,Replay
ID8567,Smart Light,2019-07-04,43,Good,10.5,Weekly,WiFi,30,Low,Zigbee,normal,
ID8677,Smart Lock,2020-08-20,20,Poor,36.7,Weekly,Zigbee,93,Low,HTTP,compromised,Replay
ID6585,Smart Camera,2023-08-19,64,Poor,33.2,Weekly,WiFi,64,High,Zigbee,compromised,MITM
ID5957,Smart Plug,2024-04-16,77,Excellent,29.2,Occasionally,WiFi,9,Low,HTTP,normal,
ID4363,Smart Plug,2019-01-17,93,Poor,15.5,Occasionally,Bluetooth,62,Low,HTTP,compromised,DDoS
ID7762,Smart Thermostat,2016-07-05,195,Poor,7.1,Occasionally,WiFi,55,High,Zigbee,compromised,Replay
ID4137,Smart Lock,2024-09-25,91,Excellent,24.2,Weekly,Zigbee,90,Low,Zigbee,normal,
ID3419,Smart Light,2017-01-20,13,Poor,8.1,Weekly,WiFi,74,Low,MQTT,compromised,Jamming
ID7793,Smart Lock,2016-05-28,84,Poor,27.6,Weekly,Zigbee,25,Low,CoAP,compromised,MITM
ID4690,Smart Lock,2014-09-24,86,Poor,12.3,Occasionally,Zigbee,45,Low,Zigbee,compromised,DDoS
ID9739,Smart Thermostat,2011-02-06,120,Poor,38.6,Weekly,Zigbee,1,High,CoAP,compromised,MITM
ID7225,Smart Thermostat,2017-05-18,155,Poor,25.5,Occasionally,Zigbee,78,High,HTTP,compromised,MITM
ID9122,Smart Camera,2015-07-09,80,Good,20.8,Weekly,Zigbee,93,High,HTTP,normal,
ID3903,Smart Thermostat,2022-04-07,69,Good,20.3,Daily,WiFi,38,High,HTTP,normal,
ID5483,Smart Plug,2020-06-01,14,Poor,24.1,Weekly,Bluetooth,55,Low,HTTP,compromised,MITM
ID2920,Smart Thermostat,2021-01-19,125,Poor,25.0,Daily,WiFi,34,High,Zigbee,compromised,MITM
ID1422,Smart Light,2016-06-01,68,Poor,8.7,Occasionally,WiFi,10,Low,CoAP,normal,
ID9762,Smart Lock,2022-08-19,47,Poor,38.9,Weekly,Zigbee,83,Low,HTTP,compromised,MITM
ID3516,Smart Lock,2010-02-24,29,Excellent,30.7,Weekly,Zigbee,63,Low,CoAP,normal,
ID2524,Smart Thermostat,2022-09-13,151,Good,6.5,Weekly,WiFi,50,High,MQTT,normal,
ID7936,Smart Thermostat,2010-02-04,133,Excellent,29.1,Occasionally,Bluetooth,54,High,MQTT,normal,
ID8142,Smart Thermostat,2011-03-04,111,Poor,19.5,Occasionally,WiFi,76,High,Zigbee,compromised,Jamming
ID1169,Smart Thermostat,2015-08-21,74,Excellent,9.8,Occasionally,WiFi,7,High,MQTT,normal,
ID1303,Smart Plug,2016-09-07,98,Poor,14.4,Weekly,Zigbee,30,Low,HTTP,compromised,DDoS
ID7633,Smart Light,2017-10-10,68,Poor,8.2,Occasionally,Zigbee,10,Low,MQTT,normal,
ID8791,Smart Camera,2011-07-05,30,Poor,18.1,Weekly,WiFi,4,High,CoAP,normal,
ID8685,Smart Lock,2015-08-17,57,Excellent,33.9,Weekly,Zigbee,26,Low,Zigbee,normal,
ID3538,Smart Light,2023-05-29,14,Poor,17.2,Daily,Zigbee,59,Low,CoAP,compromised,MITM
ID7631,Smart Camera,2022-03-04,78,Excellent,27.1,Weekly,Bluetooth,35,High,CoAP,normal,
ID2615,Smart Light,2014-01-30,46,Good,27.8,Daily,WiFi,27,Low,Zigbee,normal,
ID9798,Smart Light,2018-12-29,61,Poor,12.6,Daily,Bluetooth,37,Low,HTTP,normal,
ID8954,Smart Camera,2018-03-06,84,Good,10.9,Daily,Bluetooth,12,High,HTTP,normal,
ID6873,Smart Plug,2017-06-27,64,Poor,26.2,Daily,WiFi,62,Low,MQTT,compromised,MITM
ID9739,Smart Camera,2016-02-21,28,Excellent,18.3,Daily,WiFi,22,High,HTTP,normal,
ID9183,Smart Camera,2021-05-11,52,Poor,25.1,Occasionally,Bluetooth,67,High,CoAP,compromised,DDoS
ID7552,Smart Lock,2011-11-26,82,Poor,15.9,Weekly,Zigbee,1,Low,CoAP,normal,
ID6113,Smart Plug,2013-01-22,92,Good,16.9,Daily,Zigbee,12,Low,HTTP,normal,
ID9953,Smart Lock,2011-03-19,81,Good,10.5,Occasionally,Zigbee,46,Low,Zigbee,normal,
ID4717,Smart Lock,2022-07-29,38,Poor,38.3,Daily,Zigbee,50,Low,CoAP,compromised,DDoS
ID1395,Smart Lock,2025-01-06,15,Poor,32.7,Daily,Zigbee,14,Low,HTTP,compromised,MITM
ID1721,Smart Camera,2022-07-31,54,Good,20.9,Daily,Bluetooth,78,High,MQTT,normal,
ID8393,Smart Plug,2011-10-23,22,Poor,17.5,Weekly,WiFi,10,Low,CoAP,normal,
ID9197,Smart Thermostat,2015-02-06,122,Excellent,8.5,Weekly,Bluetooth,29,High,HTTP,normal,
ID4104,Smart Lock,2016-02-25,93,Poor,39.3,Daily,Zigbee,50,Low,HTTP,compromised,MITM
ID9761,Smart Light,2017-11-18,85,Good,22.6,Occasionally,Zigbee,67,Low,MQTT,normal,
ID5092,Smart Lock,2010-01-17,64,Good,19.4,Daily,Zigbee,27,Low,CoAP,normal,
ID6636,Smart Light,2015-04-25,45,Excellent,24.6,Weekly,Bluetooth,74,Low,Zigbee,normal,
ID4922,Smart Light,2018-07-12,80,Poor,27.7,Daily,Bluetooth,87,Low,HTTP,compromised,Replay
ID2164,Smart Thermostat,2016-06-05,105,Poor,36.5,Daily,Zigbee,69,High,HTTP,compromised,DDoS
ID5795,Smart Plug,2018-03-03,100,Poor,15.6,Weekly,WiFi,83,Low,HTTP,compromised,Jamming
ID7040,Smart Lock,2012-11-08,82,Good,15.8,Daily,Zigbee,4,Low,MQTT,normal,
ID4002,Smart Camera,2023-02-02,95,Poor,28.9,Occasionally,Bluetooth,40,High,HTTP,compromised,Replay
ID6041,Smart Camera,2011-08-21,63,Poor,26.1,Weekly,Zigbee,88,High,CoAP,compromised,Replay
ID5347,Smart Plug,2017-02-02,72,Excellent,20.0,Weekly,WiFi,82,Low,HTTP,normal,
ID9767,Smart Light,2012-01-07,83,Excellent,23.9,Daily,WiFi,80,Low,Zigbee,normal,
ID2494,Smart Lock,2024-09-02,18,Poor,15.5,Occasionally,Zigbee,98,Low,Zigbee,compromised,Jamming
ID2597,Smart Camera,2017-10-12,18,Poor,10.7,Occasionally,Bluetooth,81,High,CoAP,compromised,Jamming
ID4388,Smart Camera,2014-07-26,33,Excellent,30.3,Daily,Zigbee,25,High,CoAP,normal,
ID7471,Smart Plug,2016-10-19,73,Excellent,14.2,Weekly,Zigbee,5,Low,CoAP,normal,
ID7132,Smart Thermostat,2025-01-06,183,Poor,31.4,Weekly,Zigbee,30,High,CoAP,compromised,Replay
ID2352,Smart Thermostat,2018-05-20,194,Excellent,28.4,Occasionally,Zigbee,93,High,HTTP,normal,
ID4184,Smart Lock,2010-07-30,40,Good,36.5,Occasionally,Zigbee,72,Low,MQTT,normal,
ID8144,Smart Thermostat,2011-07-09,148,Poor,11.6,Daily,Zigbee,28,High,CoAP,compromised,Replay
ID2291,Smart Camera,2016-03-11,25,Poor,16.4,Daily,WiFi,58,High,CoAP,compromised,Replay
ID8484,Smart Plug,2011-10-06,95,Poor,20.7,Weekly,WiFi,90,Low,Zigbee,compromised,MITM
ID9402,Smart Plug,2020-11-03,44,Excellent,25.7,Weekly,WiFi,82,Low,CoAP,normal,
ID2790,Smart Thermostat,2012-02-24,162,Poor,5.1,Weekly,Bluetooth,63,High,Zigbee,compromised,Replay
ID3186,Smart Camera,2014-11-27,51,Good,19.8,Weekly,Bluetooth,27,High,CoAP,normal,
ID7161,Smart Light,2011-05-11,50,Good,25.0,Occasionally,WiFi,93,Low,CoAP,normal,
ID6648,Smart Light,2022-09-01,43,Good,26.3,Weekly,WiFi,51,Low,HTTP,normal,
ID8044,Smart Light,2015-06-17,41,Poor,8.5,Weekly,Bluetooth,68,Low,Zigbee,compromised,Jamming
ID3209,Smart Light,2016-01-11,21,Poor,27.8,Weekly,Zigbee,78,Low,HTTP,compromised,Replay
ID3299,Smart Thermostat,2018-02-04,179,Good,27.7,Weekly,Bluetooth,86,High,HTTP,normal,
ID1394,Smart Camera,2015-02-28,95,Excellent,32.1,Occasionally,Bluetooth,94,High,Zigbee,normal,
ID6906,Smart Light,2011-01-15,84,Poor,7.9,Occasionally,WiFi,62,Low,CoAP,compromised,MITM
ID3638,Smart Lock,2013-12-14,76,Good,24.2,Weekly,Zigbee,31,Low,MQTT,normal,
ID7467,Smart Lock,2022-03-03,52,Poor,25.8,Weekly,Zigbee,36,Low,MQTT,compromised,MITM
ID7877,Smart Light,2011-10-11,23,Good,28.9,Weekly,WiFi,46,Low,CoAP,normal,
ID3603,Smart Thermostat,2010-03-19,159,Good,18.9,Daily,Bluetooth,80,High,HTTP,normal,
ID1586,Smart Camera,2019-09-15,50,Poor,23.0,Daily,Zigbee,64,High,MQTT,compromised,Replay
ID2111,Smart Plug,2014-02-20,41,Good,11.8,Occasionally,Zigbee,46,Low,MQTT,normal,
ID2924,Smart Light,2020-11-05,39,Good,22.2,Daily,WiFi,54,Low,CoAP,normal,
ID6437,Smart Thermostat,2011-03-28,181,Good,7.5,Weekly,Bluetooth,95,High,HTTP,normal,
ID3813,Smart Lock,2011-03-17,85,Poor,16.9,Weekly,Zigbee,3,Low,MQTT,normal,
ID8301,Smart Camera,2016-07-09,43,Excellent,22.9,Daily,Zigbee,39,High,CoAP,normal,
ID7163,Smart Light,2021-04-09,20,Excellent,24.4,Occasionally,WiFi,74,Low,MQTT,normal,
ID3655,Smart Plug,2023-09-17,92,Poor,13.3,Weekly,Zigbee,13,Low,Zigbee,normal,
ID3981,Smart Camera,2018-12-25,92,Excellent,33.2,Weekly,WiFi,41,High,CoAP,normal,
ID9582,Smart Lock,2022-08-10,75,Good,15.3,Occasionally,Zigbee,2,Low,CoAP,normal,
ID9201,Smart Lock,2014-08-05,54,Poor,15.2,Weekly,Zigbee,12,Low,HTTP,compromised,MITM
ID5121,Smart Plug,2022-01-01,57,Poor,22.3,Daily,Bluetooth,48,Low,Zigbee,compromised,DDoS
ID6776,Smart Lock,2015-06-25,63,Excellent,30.2,Occasionally,Zigbee,48,Low,CoAP,normal,
ID2459,Smart Plug,2022-11-12,95,Poor,26.8,Daily,Zigbee,65,Low,MQTT,compromised,Jamming
ID2203,Smart Plug,2023-04-19,20,Poor,17.9,Weekly,Zigbee,82,Low,CoAP,compromised,DDoS
ID2968,Smart Plug,2023-09-16,100,Excellent,20.2,Daily,Zigbee,84,Low,MQTT,normal,
ID6056,Smart Plug,2020-06-20,53,Poor,26.5,Occasionally,Zigbee,36,Low,HTTP,compromised,DDoS
ID6103,Smart Lock,2014-04-06,11,Poor,13.3,Daily,Zigbee,67,Low,MQTT,compromised,Jamming
ID6425,Smart Lock,2015-06-12,24,Poor,31.3,Daily,Zigbee,45,Low,CoAP,compromised,DDoS
ID7517,Smart Light,2017-07-31,25,Poor,13.1,Daily,Bluetooth,51,Low,MQTT,compromised,Replay
ID2087,Smart Light,2014-07-11,94,Good,25.5,Daily,WiFi,80,Low,CoAP,normal,
ID3459,Smart Light,2024-03-13,28,Poor,10.6,Occasionally,WiFi,15,Low,Zigbee,normal,
ID9587,Smart Plug,2017-01-25,61,Poor,19.5,Occasionally,Bluetooth,25,Low,CoAP,compromised,MITM
ID5096,Smart Light,2014-08-22,42,Good,19.3,Weekly,WiFi,11,Low,MQTT,normal,
ID8386,Smart Light,2024-05-19,63,Poor,29.8,Daily,Zigbee,35,Low,HTTP,normal,
ID5358,Smart Light,2018-10-17,19,Poor,21.9,Daily,WiFi,54,Low,Zigbee,compromised,Jamming
ID4542,Smart Camera,2021-04-02,33,Poor,28.9,Daily,Bluetooth,59,High,Zigbee,compromised,MITM
ID7999,Smart Thermostat,2021-04-28,56,Excellent,32.9,Occasionally,Zigbee,57,High,Zigbee,normal,
ID8666,Smart Camera,2020-08-10,23,Excellent,25.3,Occasionally,WiFi,94,High,Zigbee,normal,
ID5625,Smart Plug,2012-09-08,49,Excellent,10.8,Occasionally,WiFi,74,Low,HTTP,normal,
ID3711,Smart Thermostat,2010-04-04,64,Poor,11.2,Daily,Zigbee,8,High,Zigbee,compromised,Jamming
ID9172,Smart Plug,2021-03-14,27,Poor,29.4,Weekly,Bluetooth,60,Low,MQTT,compromised,Jamming
ID2819,Smart Light,2015-08-07,16,Good,13.7,Daily,Zigbee,64,Low,CoAP,normal,
ID3056,Smart Lock,2014-11-15,31,Good,10.8,Weekly,Zigbee,36,Low,MQTT,normal,
ID3566,Smart Lock,2020-08-16,31,Good,31.3,Occasionally,Zigbee,81,Low,MQTT,normal,
ID5434,Smart Plug,2024-12-06,36,Poor,18.4,Occasionally,WiFi,43,Low,Zigbee,compromised,DDoS
ID9417,Smart Lock,2013-07-04,83,Poor,39.0,Weekly,Zigbee,73,Low,HTTP,compromised,Jamming
ID7758,Smart Lock,2010-12-10,87,Good,25.5,Occasionally,Zigbee,69,Low,Zigbee,normal,
ID2600,Smart Thermostat,2024-12-11,108,Poor,39.4,Weekly,Zigbee,28,High,HTTP,compromised,MITM
ID6125,Smart Thermostat,2016-06-30,107,Good,20.9,Daily,Bluetooth,59,High,Zigbee,normal,
ID2433,Smart Thermostat,2010-09-12,170,Poor,11.4,Daily,Bluetooth,69,High,MQTT,compromised,Jamming
ID8410,Smart Camera,2014-02-15,27,Poor,16.8,Occasionally,Bluetooth,82,High,MQTT,compromised,Replay
ID5018,Smart Plug,2012-07-08,19,Excellent,25.8,Occasionally,WiFi,95,Low,Zigbee,normal,
ID9081,Smart Camera,2013-06-06,70,Good,14.1,Weekly,Zigbee,69,High,CoAP,normal,
ID3164,Smart Plug,2022-11-06,49,Good,25.8,Weekly,Bluetooth,94,Low,HTTP,normal,
ID5508,Smart Thermostat,2020-09-04,73,Excellent,20.5,Occasionally,WiFi,1,High,Zigbee,normal,
ID2672,Smart Light,2011-07-29,65,Poor,25.2,Daily,Bluetooth,60,Low,CoAP,compromised,MITM
ID9011,Smart Plug,2021-07-05,24,Good,23.7,Occasionally,Zigbee,12,Low,HTTP,normal,
ID9185,Smart Light,2017-03-19,44,Poor,9.4,Daily,Zigbee,66,Low,HTTP,compromised,MITM
ID2977,Smart Plug,2024-12-02,51,Good,27.3,Weekly,Zigbee,47,Low,CoAP,normal,
ID9552,Smart Thermostat,2022-07-13,182,Excellent,38.3,Occasionally,Bluetooth,66,High,Zigbee,normal,
ID8077,Smart Plug,2017-12-03,80,Good,28.0,Daily,Bluetooth,60,Low,MQTT,normal,
ID1720,Smart Plug,2014-08-07,97,Good,24.8,Occasionally,Zigbee,52,Low,HTTP,normal,
ID6668,Smart Lock,2011-06-13,10,Poor,32.5,Occasionally,Zigbee,91,Low,HTTP,compromised,Replay
ID6365,Smart Plug,2016-01-29,36,Good,21.4,Daily,Bluetooth,18,Low,Zigbee,normal,
ID2903,Smart Plug,2020-05-24,71,Poor,22.0,Weekly,WiFi,70,Low,HTTP,compromised,MITM
ID1280,Smart Light,2016-08-20,91,Excellent,16.9,Occasionally,WiFi,15,Low,HTTP,normal,
ID9564,Smart Plug,2017-09-17,35,Poor,11.9,Weekly,WiFi,77,Low,HTTP,compromised,DDoS
ID9908,Smart Thermostat,2020-12-11,106,Poor,29.2,Weekly,WiFi,54,High,MQTT,compromised,DDoS
ID1415,Smart Camera,2022-03-03,12,Poor,18.4,Occasionally,WiFi,78,High,MQTT,compromised,Replay
ID4850,Smart Lock,2023-10-12,74,Poor,28.2,Occasionally,Zigbee,14,Low,HTTP,compromised,Jamming
ID1817,Smart Plug,2011-06-17,94,Poor,17.3,Occasionally,Bluetooth,87,Low,Zigbee,compromised,DDoS
ID5478,Smart Light,2016-01-18,47,Poor,7.0,Weekly,Bluetooth,9,Low,Zigbee,normal,
ID8838,Smart Camera,2020-04-05,74,Poor,13.2,Daily,WiFi,30,High,Zigbee,compromised,DDoS
ID2092,Smart Camera,2016-08-23,76,Poor,28.8,Occasionally,WiFi,59,High,CoAP,compromised,Replay
ID2448,Smart Lock,2017-02-24,36,Good,18.5,Daily,Zigbee,54,Low,HTTP,normal,
ID6238,Smart Thermostat,2021-09-28,166,Poor,22.0,Weekly,Zigbee,53,High,HTTP,compromised,Replay
ID1375,Smart Lock,2022-05-03,28,Poor,28.0,Occasionally,Zigbee,68,Low,MQTT,compromised,Replay
ID6933,Smart Plug,2020-06-04,31,Excellent,15.9,Weekly,WiFi,14,Low,MQTT,normal,
ID7588,Smart Thermostat,2017-10-15,183,Poor,16.1,Weekly,Bluetooth,33,High,CoAP,compromised,DDoS
ID7021,Smart Plug,2015-08-12,83,Excellent,10.9,Occasionally,Bluetooth,22,Low,HTTP,normal,
ID2161,Smart Thermostat,2018-06-26,110,Poor,11.0,Weekly,Zigbee,0,High,MQTT,compromised,MITM
ID5093,Smart Camera,2012-04-30,96,Good,27.3,Daily,WiFi,0,High,MQTT,normal,
ID1896,Smart Lock,2024-04-13,26,Poor,27.6,Occasionally,Zigbee,40,Low,CoAP,compromised,Jamming
ID8800,Smart Lock,2010-05-26,52,Poor,35.7,Weekly,Zigbee,59,Low,CoAP,compromised,DDoS
ID2509,Smart Lock,2021-10-18,19,Excellent,31.1,Weekly,Zigbee,52,Low,CoAP,normal,
ID9907,Smart Lock,2014-11-14,70,Poor,22.2,Daily,Zigbee,91,Low,CoAP,compromised,DDoS
ID5077,Smart Thermostat,2013-01-07,72,Excellent,20.5,Weekly,WiFi,1,High,Zigbee,normal,
ID9098,Smart Lock,2018-04-17,25,Poor,29.6,Daily,Zigbee,74,Low,HTTP,compromised,DDoS
ID4852,Smart Plug,2024-05-05,89,Poor,14.7,Daily,WiFi,57,Low,HTTP,compromised,Replay
ID4776,Smart Thermostat,2024-07-15,147,Poor,26.3,Weekly,Zigbee,64,High,MQTT,compromised,Replay
